,file_name,Type,SkewnessBlue,KurtosisBlue,MeanPixelBlue,SkewnessGreen,KurtosisGreen,MeanPixelGreen,SkewnessRed,KurtosisRed,MeanPixelRed,CombinedType,camera,focal,lens,zoom_raw,total_zoom,exposure_time_raw,exposure_time_sec,pixel_width,pixel_height,number_of_megapixels,Width_to_Height_Ratio,Landscape_or_Portrait,focal_comb,lens_comb,zoom_comb,et_comb,megapx_comb,ratio_comb,pixel_size
10,190310_o_BP-662-005_0.JPG,WSIF,-0.15352520193131716,-0.6521212874485345,110.22502033507686,-0.20168196551932807,-0.57394877920437,124.57260307966492,-0.2106234340242283,-0.5117080211299196,123.67961011732294,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,4188,3218,13.476984,1.3014294592914857,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4188, 3218)"
11,190311_o_BP-676-048_0.JPG,QR,2.3104122467057344,4.4486402880992335,52.638561620817136,2.255675611983932,4.227386054579996,57.226327612026274,2.180368865900817,3.983361285406025,64.99591074676867,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
12,190311_o_BP-676-048_0.JPG,HEM,1.482531724495237,1.1814413139249025,67.29492109972344,1.4412998304696074,1.0558319274904315,69.0219680854524,1.3876207727870218,0.9322127453467908,73.48217166198357,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
13,190311_o_BW-732-114_0.JPG,GN,0.6327406313904261,1.9343889063541857,76.60971737224156,0.5161522249907834,1.4506554378407859,77.63872731895376,0.3860080335151304,0.9578644197672149,78.61421722753167,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,5428,3180,17.261039999999998,1.7069182389937108,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 12 megapixels,Others,"(5428, 3180)"
14,190311_o_BW-732-114_0.JPG,HEM,2.316478073185411,6.378192538843926,71.24054118502032,2.2814510805646235,6.22237813707682,67.91500692662322,2.1520116441808907,5.737682649301948,68.4792825835169,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,5428,3180,17.261039999999998,1.7069182389937108,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 12 megapixels,Others,"(5428, 3180)"
15,190311_o_BW-732-114_0.JPG,QR,1.647628216050117,2.237609796783632,79.85190007323622,1.658523862790921,2.2325217657918213,76.92660102530719,1.6251136529601806,2.184118233798696,75.36605907722355,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,5428,3180,17.261039999999998,1.7069182389937108,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 12 megapixels,Others,"(5428, 3180)"
16,190312_o_BP-676-048_0.JPG,HEM,0.7541089877182635,1.1778308445817132,61.143560057887115,0.796587670889106,1.1918965806273,55.540274112539365,0.7770035515768429,1.054043662225986,57.34861666808547,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,2482,1572,3.901704,1.5788804071246818,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2482, 1572)"
17,190312_o_BP-676-048_0.JPG,QR,1.0818148206459797,0.4521612626266149,92.86541563599471,1.0274021707552434,0.35162175077743285,86.15564105878416,0.980597878987298,0.2822446185282619,82.64761179626564,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,2482,1572,3.901704,1.5788804071246818,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2482, 1572)"
18,190312_o_BW-732-114_1.JPG,QR,0.5416326488818204,-0.27874173284020376,107.23201182741316,0.5493600926062497,-0.5208088271566074,107.5347157919309,0.5135518439757264,-0.6494358704724945,116.9006575107964,DW,iPhone 6,4.15,2.28,"(1224, 1175)",1.0417021276595744,"(1, 1464)",0.6830601092896175,1632,1224,1.997568,1.3333333333333333,Landscape,4.15 mm,2.28,Zoom in,1 ms or less,2 megapixels or less,Others,"(1632, 1224)"
19,190312_o_BW-732-114_1.JPG,HEM,0.41213232888574025,-0.9431415868675086,106.13264318439514,0.40154581237082093,-1.0706755102772076,104.78534094156471,0.3838400530035164,-1.0954236153253594,110.4312539754238,ORE,iPhone 6,4.15,2.28,"(1224, 1175)",1.0417021276595744,"(1, 1464)",0.6830601092896175,1632,1224,1.997568,1.3333333333333333,Landscape,4.15 mm,2.28,Zoom in,1 ms or less,2 megapixels or less,Others,"(1632, 1224)"
20,190312_o_BW-732-114_2.JPG,GN,1.9150261952389092,5.427327683253486,73.58693552382888,2.1009491537550637,6.610831637205083,66.42882234884439,2.1481352397727425,7.014596836580031,64.32687912840397,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3034,1596,4.842264,1.901002506265664,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3034, 1596)"
21,190312_o_BW-732-114_2.JPG,QR,2.6447074153936656,11.438939483255467,59.338601436755475,2.794457253399687,12.216807897455285,53.8069928162226,2.747119363525369,11.268729387808955,53.9175350853263,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3034,1596,4.842264,1.901002506265664,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3034, 1596)"
22,190312_o_BW-732-114_2.JPG,HEM,1.1911940231967442,1.6645191696895552,81.3411788120157,1.1192269073259469,1.3484429681436527,78.41605662565114,1.0191803516606437,0.9869728436641796,81.06193863246976,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3034,1596,4.842264,1.901002506265664,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3034, 1596)"
23,190313_o_BP-690-036_0.JPG,HEM,1.5335795444518934,10.485993920039544,54.57753786236746,1.3883456168610968,7.911313384045443,63.751191338540316,1.574842171307716,6.729323238676644,74.6671689742791,ORE,iPhone 6,4.15,2.28,"(1224, 811)",1.5092478421701605,"(1, 581)",1.721170395869191,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
24,190313_o_BP-690-036_0.JPG,IFG,1.5330151917304775,10.563063057539338,54.592090640634574,1.3899575256923344,7.988814378451347,63.75905658865515,1.5736088783954163,6.791418517909515,74.6980867968023,ORE,iPhone 6,4.15,2.28,"(1224, 811)",1.5092478421701605,"(1, 581)",1.721170395869191,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
25,190314_o_BP-662-005_0.JPG,WSIF,0.4887414718133093,-0.5995783005389352,92.65745641949054,0.4360984866980651,-0.6634106341295816,97.92522268415442,0.4375730273042329,-0.6406422010482267,94.35043170853048,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,2460,1606,3.95076,1.5317559153175588,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2460, 1606)"
26,190314_o_BP-676-048_0.JPG,HEM,1.214488137175596,2.589419262283833,59.72478749892677,1.1810054628540807,2.5485966055768503,54.433204544804106,1.1834923638516721,2.8806913415797286,55.61169399845454,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,1632,1224,1.997568,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
27,190314_o_BP-676-048_0.JPG,SIF,0.6595531578193102,1.0963247865963597,60.81567329203124,0.6563344237979326,1.1056272542921608,54.60941914741544,0.6873127271829628,1.4195867599740837,54.0874207523655,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,1632,1224,1.997568,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
28,190314_o_BP-690-036_0.JPG,QR,2.054230913000008,6.102638019045927,34.357597816196545,1.6003685456030423,3.497031742835324,40.31547889241943,1.2910278650849991,2.17546448271356,50.24614220877458,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,2294,1612,3.697928,1.4230769230769231,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2294, 1612)"
29,190314_o_BP-690-036_0.JPG,IFG,0.9508109908481536,5.019812405389851,37.56278028365194,0.29308962400736344,2.306649996604606,51.3271825871967,-0.09852200244079083,1.42556910850994,67.95642798721094,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,2294,1612,3.697928,1.4230769230769231,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2294, 1612)"
30,190314_o_BW-732-114_0.JPG,QR,4.771955425716689,57.896512538743856,31.286637931034484,4.10061239286863,47.55348413049831,28.35504687344877,3.3893075883019126,37.47083217371514,29.87849950361651,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3144,1588,4.992672,1.9798488664987408,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
31,190314_o_BW-732-114_0.JPG,HEM,1.1971858558815025,1.87749726061229,44.88368476071492,0.9588536508396314,0.6242616555569462,46.76749343597849,0.8887856492698255,0.2904491348522167,51.66613231552163,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3144,1588,4.992672,1.9798488664987408,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
32,190322-o-bp-676-038_1.JPG,LIM1,2.841049348725188,8.501146507468844,44.819854049707814,2.6730453208504237,7.595522909850008,50.40199543132361,2.3281977561055562,6.0206226796450535,56.18153778792251,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
33,190322-o-bp-676-038_1.JPG,IFG,2.9401116107159604,15.630278710244756,36.59859420544949,2.682880915349147,13.275246483379158,40.57869633417727,2.3704776785612967,11.184900638874394,44.61807603858213,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
34,190322-o-bp-676-038_1.JPG,SIF,1.5796831365233772,2.786489066939572,65.79947966667946,1.4700840752789583,2.330590947850484,65.67435048181349,1.4654748613826751,2.3267915507700714,64.42509801286198,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
35,190322-o-bp-676-038_2.JPG,LIM1,0.9977635155304662,0.6394436257363747,69.76174947345459,0.9000083383599778,0.13585734178227016,79.2501855388738,0.887071946750578,0.15500803572181665,81.7905870949047,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
36,190322-o-bp-676-038_2.JPG,IFG,2.8041802871579615,15.000406666305633,46.804279327018136,2.3341799340622233,9.982529294703275,55.1896745214115,2.093522898617167,8.066541244602691,62.43830825249622,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
37,190322-o-bp-676-038_2.JPG,SIF,0.6280510298005992,-0.014754030400211615,81.08745490830569,0.5063855525191375,-0.4694968374254374,91.30623410470123,0.4815493485417425,-0.536150366402544,91.53235539630121,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
38,190322-o-bp-676-038_3.JPG,LIM1,3.167010967057007,13.684163535119355,39.482825277892644,2.707180663131161,10.446554096207864,44.093051156659406,2.101202744357867,6.618703191951817,49.013647550797224,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
39,190322-o-bp-676-038_3.JPG,SIF,3.0732291375794714,12.285355091197431,40.80963927297999,2.7295845721857166,9.936643311197711,43.77997684597964,2.4484266514686217,8.233233099403249,46.76207929818843,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
40,190322-o-bp-676-049_1.JPG,SIF,0.5660461244622941,0.17339097603657996,80.77039516481369,0.5721375968635924,0.21360740288746394,76.15925860299724,0.563076083534781,0.2345409803629046,73.81428899094597,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
41,190322-o-bp-676-049_2.JPG,SIF,0.5930473519716527,0.972342406659223,63.3034631878354,0.5686376298566301,0.98183637287514,59.36735460623142,0.5200406114301848,1.0007688391819023,58.15861266133968,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
42,190322-o-bp-676-049_3.JPG,SIF,1.3322844601748471,2.6115981275212,58.71016229685141,1.3366954700039118,2.5541430441264033,53.04367020860989,1.319162585915009,2.5572357174743674,51.84817033129843,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
43,190322-o-bp-676-049_4.JPG,WSIF,0.7984276905385163,0.8202831678419988,99.90209597183286,0.7675628347885528,0.7523222948661088,94.7449318211094,0.7628164322627237,0.7398476633886966,94.18093321965073,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
44,190322-o-bp-676-049_4.JPG,QR,0.8526565498854158,0.10910430009362848,103.68444216990787,0.764583583111465,0.06257029185371854,104.16090071647902,0.6272540000294123,-0.03301553507375265,110.46944728761517,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
45,190322-o-bp-676-049_4.JPG,SIF,0.5741690565672132,0.07845319266448758,107.23404980907677,0.5697083800306714,0.0033888653560674165,98.93407252067014,0.5400465260672098,0.08428809098736334,94.67966260460564,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
46,190322-o-bp-676-049_5.JPG,SIF,0.721399795025992,0.5941845531593701,91.54414143427441,0.7384368966662979,0.5416663901742962,82.94007177320051,0.7147385377818037,0.5633282109463957,80.49181795096617,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
47,190322-o-bw-732-109_1.JPG,HEM,0.5774694982533363,-0.2570129762604965,89.34411475612806,0.5600094628956958,-0.2551466971399141,83.62342783505154,0.5197384100660682,-0.2718592205549197,83.58672237711384,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
48,190322-o-bw-732-109_2.JPG,HEM,0.7180427701961648,1.2835472198690985,78.61515524800394,0.8051784240207651,1.5642812058436153,71.77244273032828,0.8670970902966292,1.8163769752601888,71.41344074380359,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
49,190322-o-bw-732-109_3.JPG,HEM,0.4962878514794952,-0.331447905621451,100.66851457522579,0.5204997806948081,-0.23948367546357696,95.62201002319165,0.4987040891498962,-0.2396474425123101,94.81765890135172,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
50,190322-o-bw-732-114_1.JPG,HEM,1.0257754908748644,1.4075762988977978,53.15128760974046,1.005357921162996,1.3464092468732387,55.58403552384254,0.9570685519355632,1.3161802988233502,61.98757769382106,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
51,190322-o-bw-732-114_1.JPG,QR,0.36468139984499104,-0.36676475029157496,75.83099233583279,0.32027052891668384,-0.4551338238256748,82.47192700550514,0.28902933223999105,-0.4602260108298122,91.24456807957218,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
52,190322-o-bw-732-114_1.JPG,AMP,-0.5059905512705257,0.2273410376804663,80.0504008676605,-0.5320702235180208,0.3524001949734026,79.11375284435277,-0.4521214279816797,0.17885338961032726,79.88901176020245,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
53,190322-o-bw-732-114_2.JPG,HEM,1.4276390216831285,2.0612046857746784,47.77788562081804,1.3939930909488836,1.9590922313899741,48.750407551306076,1.4009570349762934,2.1103374134502504,55.49306621278496,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
54,190322-o-bw-732-114_2.JPG,QR,0.8762140743485263,0.466072559328437,61.34351363246233,0.8199862623048457,0.4135835644032535,67.90498167404921,0.6964295289131553,0.2200529681137886,80.49860729490076,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,,HAS EXIF BUT NO EXPOSURE TIME INFO,,3264,2448,7.990272,1.3333333333333333,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
